10	1.34855624774099
30	1.36964585660599
50	1.39047826334194
70	1.41099937279359
90	1.43115306563224
110	1.4508814346351
130	1.47012506097981
150	1.48882333056518
170	1.50691478956489
190	1.52433753753386
210	1.54102965543432
230	1.55692966495291
250	1.57197701447064
270	1.58611258605512
290	1.5992792169063
310	1.61142222784112
330	1.62248995068697
350	1.63243424590734
370	1.64121100143832
390	1.64878060360101
410	1.65510837109263
430	1.66016494346021
450	1.6639266161258
470	-73.933624385049
490	-73.9324996955217
510	-53.7727046746637
530	-53.774238342201
550	1.66290661010035
570	1.65874373176164
590	1.65329265384254
610	1.6465788596048
630	1.63863339054141
650	1.62949249401356
670	1.61919721981863
690	1.60779297385401
710	1.59532903762472
730	1.58185806266082
750	1.56743554896893
770	1.55211931645342
790	1.53596897783253
810	1.51904542097168
830	1.50141030779662
850	1.48312559607045
870	1.46425308936015
890	1.44485401951697
910	1.4249886649872
930	1.40471600728503
950	1.38409342702506
970	1.36317644004944
990	1.34201847340912
